Country,City,Year,AQI,PM2.5,PM10,Deforestation_Rate_%,Afforestation_Rate_%,Vehicles_Increase_%,Industries_Increase_%,Env_Budget_Million_USD,Population_Density_Per_SqKm,CO2_Emissions_MT,Green_Space_Ratio_%,Avg_Life_Expectancy_Index
ukraine,kyiv,2020.0,170.38,79.48,147.88,3.28,1.36,8.39,8.37,366.84,10142.42,218.93,30.65,77.3
uae,al ain,2017.0,114.74,67.55,125.23,2.86,0.33,10.95,5.11,349.95,5271.44,170.95,32.87,78.05
australia,adelaide,2016.0,17.83,9.96,16.51,1.02,1.36,6.83,2.5,178.24,7965.02,138.6,35.09,86.15
brazil,fortaleza,2020.0,114.07,68.3,109.52,1.3,0.87,6.65,7.42,324.84,14175.05,184.65,27.15,78.04
romania,bucharest,2016.0,125.02,52.41,126.32,2.89,0.83,7.5,3.39,394.15,13122.37,133.14,26.48,77.45
norway,oslo,2020.0,51.63,22.91,39.69,0.32,2.09,2.57,4.4,769.0,8680.04,122.38,37.27,83.1
india,chennai,2020.0,252.9,106.35,253.41,5.67,1.14,14.09,13.95,165.14,10518.23,320.75,27.22,68.47
indonesia,jakarta,2017.0,70.97,47.84,62.97,0.57,0.38,6.26,6.18,292.89,7154.97,182.445,33.42,80.85
nigeria,kano,2018.0,232.23,124.74,224.14,5.2,0.27,10.27,6.97,120.6,13660.69,228.2,21.95,69.76
ethiopia,gondar,2020.0,140.19,80.99,123.61,6.74,0.6,4.2,2.8,34.71,838.04,90.56,34.22,75.72
turkey,bursa,2016.0,121.7,82.28,89.15,4.21,0.58,7.87,4.98,200.54,3971.75,167.46,33.55,77.29
uk,london,2019.0,26.05,11.76,26.78,0.97,1.86,4.55,3.66,785.38,7218.45,117.23,37.38,84.83
myanmar,yangon,2016.0,318.28,159.79,306.7,3.92,0.61,15.34,15.53,115.18,20816.52,351.04,17.1,64.01
norway,trondheim,2021.0,22.14,12.96,24.16,0.92,3.93,3.32,4.74,177.07999999999998,5398.92,110.08,45.48,85.89
colombia,cartagena,2019.0,162.44,98.5,116.77,2.87,1.48,12.41,9.75,385.66,14902.46,259.39,27.67,74.94
myanmar,bago,2015.0,270.72,118.58,270.71,1.79,0.14,7.625,13.25,143.76,22859.48,383.55,15.76,67.24
mexico,puebla,2023.0,121.06,59.61,128.72,0.64,1.96,9.78,7.71,349.9,3583.51,201.78,41.65,77.63
uae,abu dhabi,2021.0,78.01,43.85,63.23,0.00255,2.23,13.85,3.6,273.55,1878.13,194.7,42.26,80.35
philippines,cebu city,2015.0,218.82,144.29,209.77,3.71,0.93,13.52,7.24,226.08,14235.49,247.13,24.83,70.86
poland,poznan,2018.0,96.92,54.19,87.83,1.68,1.03,10.15,3.87,86.5,2355.82,156.01,39.05,78.71
romania,cluj-napoca,2015.0,115.48,47.77,94.86,1.61,1.52,5.79,5.5,108.29,5566.54,144.62,37.4,77.52
uae,abu dhabi,2023.0,90.19,36.83,73.54,2.76,1.67,8.88,7.45,96.53,3839.26,163.52,38.41,79.18
iran,mashhad,2022.0,245.14,164.68,246.24,5.94,1.4,17.39,10.88,52.89,5455.6,286.55,32.81,68.76
canada,ottawa,2015.0,25.78,12.45,27.814999999999998,0.73,3.69,4.99,1.59,178.5,6083.39,107.2,44.26,85.41
mexico,mexico city,2019.0,112.63,59.23,87.15,4.29,2.75,4.91,7.21,99.7,6895.26,151.92,37.06,77.69
india,chennai,2020.0,223.08,122.88,204.65,2.18,1.07,22.44,7.22,55.65,16459.28,327.75,24.59,70.24
brazil,salvador,2021.0,154.07,81.29,132.61,4.23,2.45,7.85,4.85,75.51,9598.98,174.4,33.51,74.88
india,mumbai,2015.0,170.56,96.51,127.8,5.29,1.45,11.4,7.7,119.57,8276.61,227.29,30.78,73.87
canada,montreal,2014.0,64.84,39.48,58.07,0.75,1.22,6.53,1.1,308.62,11011.21,111.02,31.89,81.29
turkey,izmir,2018.0,129.03,51.91,95.03,3.55,1.34,4.35,9.38,372.35,6607.15,176.57,33.88,77.14
philippines,manila,2018.0,121.86,76.7,95.57,3.24,2.68,13.92,5.59,333.77,7933.53,196.33,36.88,77.54
ukraine,lviv,2020.0,159.78,64.47,127.62,3.87,1.17,9.97,5.77,278.41,9599.11,190.73,30.03,74.91
romania,bucharest,2017.0,115.96,67.7,96.41,1.66,1.86,4.51,3.74,86.74,11691.75,107.97,32.23,77.44
france,lyon,2015.0,15.0,10.2,11.86,0.81,3.56,6.88,4.68,178.5,1447.45,149.66,48.42,85.72
turkey,bursa,2021.0,74.48,51.74,78.22,1.57,2.21,8.67,6.01,126.12,977.48,147.19,44.08,80.29
bangladesh,rajshahi,2023.0,341.94,172.08,229.83,3.23,0.44,21.51,5.46,165.07,7774.59,319.135,23.39,62.53
philippines,quezon city,2017.0,156.79,86.3,170.29,3.85,2.93,12.81,9.51,255.28,7492.29,259.05,37.45,75.06
morocco,casablanca,2023.0,195.14,113.11,150.85,3.26,1.02,4.52,9.07,146.63,14988.34,189.6,24.82,72.28
argentina,cordoba,2019.0,144.46,94.19,154.52,1.58,1.46,13.66,5.33,95.56,7991.89,190.07,34.82,75.56
south africa,johannesburg,2020.0,0.18458,121.49,134.13,2.0,1.07,10.54,5.71,76.68,10196.48,171.93,31.01,72.85
indonesia,bandung,2019.0,138.61,82.23,113.18,1.95,2.16,10.77,5.87,60.64,13871.4,190.46,30.67,75.88
nigeria,kano,2020.0,232.56,158.59,193.16,4.02,0.25,12.48,6.17,119.17,17109.49,229.37,19.61,69.73
nigeria,abuja,2014.0,329.46,192.74,286.67,4.36,1.05,22.41,11.42,149.89,22136.51,376.4,16.67,63.34
india,chennai,2023.0,289.01,164.48,296.76,3.46,0.41,10.7,9.03,87.44,7774.59,245.78,23.975,65.91
tanzania,mbeya,2019.0,120.32,64.08,100.42,4.44,0.77,7.53,3.6,74.63,2270.12,148.72,35.135000000000005,77.13
tanzania,mbeya,2017.0,115.71,58.17,106.29,2.7,0.82,2.77,3.26,24.87,3492.5,83.41,36.27,77.34
ethiopia,harar,2014.0,130.79,72.07,92.34,6.57,0.87,5.3,4.79,52.67,882.17,113.8,35.15,76.39
japan,kyoto,2016.0,66.26,34.23,47.15,0.9,1.99,6.86,3.6,634.9,3775.52,143.94,41.29,81.85
netherlands,rotterdam,2014.0,15.0,8.66,15.43,0.37,3.84,3.02,1.56,703.68,2560.92,62.38,48.59,85.41
vietnam,hai phong,2014.0,120.76,65.74,128.81,1.35,0.67,9.71,7.13,154.08,4829.46,171.79,35.84,77.26
indonesia,jakarta,2019.0,94.97,48.31,103.7,1.72,0.78,11.85,4.4,223.04,2307.23,162.36,38.32,79.11
germany,hamburg,2016.0,15.0,8.14,15.65,0.51,4.68,4.58,2.07,178.24,916.52,108.07,52.62,85.95
pakistan,lahore,2022.0,263.81,178.32,262.97,3.57,0.42,16.19,12.53,118.55,11115.29,311.18,26.58,67.65
peru,trujillo,2017.0,145.82,62.32,120.3,2.47,2.19,6.97,9.44,309.69,5361.35,204.69,38.73,75.9
germany,cologne,2015.0,15.42,10.5,16.25,0.32,3.52,2.08,2.79,324.46,3651.82,88.56,46.58,84.62
turkey,bursa,2023.0,166.45,85.81,150.82,2.32,2.2,11.32,8.98,175.24,7985.15,221.82,36.3,74.7
ethiopia,dire dawa,2018.0,123.53,77.04,108.67,6.91,0.56,6.6,4.17,10.43,3551.93,130.77,31.21,76.79
romania,timisoara,2017.0,221.8,125.69,188.36,3.06,1.3,12.36,7.24,121.38,13110.97,235.1,34.42,70.46
egypt,giza,2018.0,263.1,147.81,190.3,3.08,0.88,10.24,13.93,51.65,23432.67,290.85,16.14,67.56
spain,valencia,2017.0,46.24,32.14,45.49,0.64,2.82,5.0,3.68,182.29,7460.0,141.56,40.37,84.06
russia,yekaterinburg,2015.0,78.36,38.09,61.79,0.55,2.61,5.27,7.15,80.82,3786.13,159.32,43.51,79.94
turkey,adana,2014.0,58.51,31.08,41.35,3.18,1.93,5.61,5.39,355.21,3873.38,146.44,38.73,81.81
tanzania,mbeya,2019.0,116.72,71.1,98.59,5.67,0.23,6.55,4.27,55.76,2364.27,132.88,32.66,77.33
argentina,buenos aires,2018.0,104.24,53.39,104.05,0.86,0.48,5.17,7.49,266.08,12082.52,188.53,28.51,78.58
romania,iasi,2019.0,107.12,52.02,85.42,2.78,2.36,5.27,5.01,239.57,13207.4,132.09,31.1,78.34
bangladesh,sylhet,2019.0,319.84,143.33,311.71,4.5,0.43,7.49,8.77,136.48,7774.59,356.78,23.39,63.95
turkey,adana,2018.0,119.72,67.03,114.45,1.61,1.72,7.37,9.13,378.56,14191.18,227.63,29.35,77.78
spain,valencia,2020.0,54.24,26.48,55.57,0.68,2.46,6.96,3.89,561.86,7566.98,146.4,39.14,77.3
argentina,buenos aires,2018.0,30.73,17.72,116.13499999999999,1.1,2.74,4.06,5.32,245.58,3232.37,117.09,43.91,83.44
peru,chiclayo,2015.0,142.58,84.85,129.99,4.08,0.34,13.95,4.63,261.0,5540.41,195.61,31.39,76.02
italy,turin,2017.0,15.0,8.95,12.18,0.83,3.51,1.2,4.79,683.07,5124.38,101.23,44.57,85.37
italy,milan,2020.0,15.0,8.82,15.14,0.27,3.17,2.31,2.15,599.96,724.64,56.25,48.53,85.2
pakistan,lahore,2009.0,310.49,138.79,311.93,5.22,0.33,23.53,7.42,60.24,12268.29,318.37,23.49,64.42
spain,seville,2018.0,19.1,12.84,15.31,1.0,3.28,6.36,2.03,591.49,7324.01,122.73,41.51,84.91
bangladesh,rajshahi,2017.0,242.73,105.78,203.22,4.19,0.52,13.9,5.35,80.14,14630.38,287.45,22.73,68.98
argentina,rosario,2018.0,137.95,71.86,146.54,1.51,2.46,10.43,7.79,154.22,5239.39,188.58,40.63,76.11
indonesia,surabaya,2018.0,192.61,85.12,191.82,3.84,0.71,9.09,7.19,363.69,13140.76,201.74,25.14,72.89
norway,bergen,2022.0,89.24,46.13,88.34,1.12,2.16,6.46,1.22,711.98,7803.34,97.3,37.55,80.47
sweden,uppsala,2021.0,15.0,6.67,11.28,0.34,3.89,3.26,3.4,177.07999999999998,2543.52,94.85,48.78,86.37
south africa,durban,2016.0,137.79,93.21,120.74,3.76,1.71,7.31,4.03,249.23,14733.13,147.37,26.64,76.31
france,lyon,2018.0,15.0,7.79,10.5,0.28,4.39,5.92,1.33,334.51,2747.58,96.76,50.13,84.67
romania,iasi,2016.0,154.2,105.56,117.37,3.12,1.59,5.11,6.24,229.87,7946.82,158.25,33.71,75.18
norway,stavanger,2016.0,18.08,10.87,13.72,0.74,4.2,2.29,0.87,178.24,10127.44,91.52,41.75,85.68
vietnam,can tho,2014.0,117.97,71.21,86.97,1.0,0.98,6.99,6.27,162.19,14386.91,187.74,27.56,77.46
japan,tokyo,2014.0,38.52,26.52,29.37,1.13,1.8,2.2,3.33,185.495,6597.23,77.23,37.68,84.37
turkey,izmir,2022.0,141.01,59.75,146.69,4.04,1.5,5.6,4.54,251.27,7013.6,130.74,33.46,76.1
uae,dubai,2014.0,109.42,48.17,116.71,1.8,0.55,13.75,4.42,90.53,8218.72,186.83,31.63,77.89
iran,tehran,2023.0,280.51,120.78,209.14,2.65,0.34,13.79,8.6,159.43,7774.59,269.11,23.4,66.62
bangladesh,khulna,2019.0,308.51,194.01,222.72,5.14,1.08,22.76,16.48,159.58,10423.49,380.43,27.68,64.75
usa,los angeles,2023.0,45.89,23.48,37.46,1.05,1.4,1.64,1.05,560.92,5429.21,65.79,37.73,83.06
brazil,salvador,2022.0,136.08,57.23,96.61,3.93,1.52,6.95,8.41,74.29,2163.46,170.29,38.45,76.08
norway,kristiansand,2022.0,82.84,55.52,72.48,0.57,2.91,2.98,3.27,707.01,11138.98,96.12,37.03,80.89
australia,perth,2023.0,18.07,7.3,13.56,0.37,1.22,1.29,4.0,175.24,8036.82,115.68,35.26,85.54
pakistan,rawalpindi,2021.0,254.19,126.65,229.02,2.51,0.7,12.82,14.27,121.69,21875.45,318.8,17.71,68.3
germany,hamburg,2018.0,46.34,22.47,33.14,0.2,3.4,2.49,3.53,659.74,5106.96,79.17,44.88,83.23
australia,adelaide,2022.0,34.16,16.04,37.38,0.56,3.17,2.93,1.15,455.97,1671.55,83.04,47.29,83.63
sweden,malmo,2018.0,23.22,14.95,18.8,0.5,4.92,3.41,4.79,185.66,2241.72,119.59,52.01,85.59
south africa,cape town,2023.0,142.0,60.58,128.38,3.2,2.17,11.05,7.4,269.14,5700.34,204.36,37.6,76.07
russia,saint petersburg,2017.0,135.11,76.25,144.32,4.2,2.15,7.43,8.25,208.65,7443.14,176.71,34.8,76.41
peru,lima,2020.0,142.53,60.69,153.28,1.39,2.57,10.37,8.07,140.77,8226.2,209.24,38.1,75.78
morocco,fez,2018.0,60.48,41.98,42.83,2.33,0.72,7.66,3.09,338.71,3321.51,118.55,36.51,81.65
france,lyon,2019.0,87.89,37.37,83.21,0.88,3.46,6.59,1.51,313.37,9241.34,124.32,40.27,79.77
spain,bilbao,2014.0,68.29,43.35,64.63,0.17,3.15,6.27,2.78,676.2,6926.54,137.57,42.35,81.8
indonesia,surabaya,2018.0,75.74,31.56,70.66,3.06,0.99,5.92,4.94,388.91,7025.88,149.59,32.89,80.73
china,shanghai,2022.0,218.06,125.67,225.72,5.57,0.84,12.74,7.52,168.86,16414.27,229.3,20.55,70.8
russia,kazan,2023.0,156.93,108.05,110.97,2.65,0.51,11.04,8.66,267.71,12694.29,246.95,26.19,75.07
italy,naples,2021.0,25.23,13.7,24.01,0.35,4.51,2.64,4.85,689.99,10466.77,120.45,42.73,84.7
peru,chiclayo,2019.0,120.99,72.93,128.31,3.13,1.91,13.11,6.05,154.79,6263.81,219.34,36.34,77.24
brazil,brasilia,2018.0,112.79,62.26,90.24,3.97,0.44,4.45,7.42,268.65,8232.06,183.13,29.13,78.02
australia,perth,2017.0,15.0,6.95,14.42,0.27,1.21,5.12,1.56,182.29,553.97,97.39,42.81,85.93
spain,barcelona,2017.0,45.54,26.16,36.05,0.94,4.64,4.82,0.86,571.06,7971.32,92.4,45.01,83.11
nigeria,lagos,2014.0,272.3,155.96,257.19,4.15,1.43,19.12,5.29,48.04,15485.73,400.03,24.64,66.94
poland,warsaw,2017.0,87.14,50.81,75.03,2.14,1.12,11.44,4.39,338.55,946.98,161.93,40.27,79.87
poland,gdansk,2018.0,171.81,92.34,137.96,2.75,1.04,12.09,8.46,101.36,2686.78,201.28,37.69,73.75
romania,constanta,2017.0,133.89,62.51,122.75,1.69,1.0,7.6,4.83,171.27,14210.22,162.38,27.1,76.42
poland,warsaw,2014.0,137.68,85.61,97.41,1.51,0.69,9.4,9.39,96.81,7902.72,216.81,32.66,76.01
romania,timisoara,2018.0,158.55,91.48,130.65,0.92,1.5,10.2,4.79,266.21,14129.04,202.53,29.45,74.96
tanzania,arusha,2017.0,97.71,51.87,107.3,4.83,0.73,7.6,1.49,49.65,2367.36,109.52,34.99,78.58
poland,krakow,2015.0,108.4,45.97,81.16,1.27,2.95,10.01,5.63,198.9,7774.59,196.77,40.83,78.17
philippines,quezon city,2023.0,111.6,63.21,91.15,0.54,2.87,13.47,5.73,340.82,6649.15,210.71,41.42,78.24
thailand,pattaya,2019.0,165.23,73.66,134.88,4.05,0.3,12.08,5.53,283.49,2447.65,214.36,34.42,74.55
sweden,stockholm,2022.0,34.13,23.46,36.5,0.35,1.3,5.12,3.87,180.34,7458.68,133.36,36.08,84.98
chile,santiago,2023.0,198.84,123.82,172.39,1.52,0.74,9.81,8.59,71.62,12423.81,220.4,28.29,71.89
japan,osaka,2014.0,17.11,8.47,15.95,1.19,2.38,4.31,3.14,334.66,1146.77,98.11,44.81,84.53
uk,glasgow,2020.0,51.54,21.59,36.88,1.15,3.84,6.1,4.51,629.34,911.5,142.01,49.45,82.82
sweden,malmo,2020.0,15.0,7.45,14.81,0.36,3.47,1.69,1.03,176.62,4352.99,59.2,45.68,86.31
brazil,salvador,2014.0,124.62,73.4,113.44,1.84,1.71,6.18,8.59,60.41,1017.58,156.43,42.27,76.81
saudi arabia,medina,2016.0,135.8,77.26,135.55,3.34,2.76,9.85,6.41,338.37,11458.98,187.9,33.48,76.62
indonesia,makassar,2017.0,204.67,111.98,224.74,2.81,1.63,7.99,8.65,138.22,13084.54,186.61,29.0,71.63
mexico,tijuana,2018.0,102.6,68.78,120.35499999999999,2.87,2.39,11.82,5.37,222.11,6840.76,183.73,37.47,78.6
canada,ottawa,2016.0,15.0,7.01,13.49,0.65,4.94,4.16,1.49,628.39,7522.67,111.16,46.65,85.26
ethiopia,harar,2014.0,103.13,59.15,82.43,3.12,0.78,6.37,2.07,51.11,200.73,90.92,39.02,78.23
kenya,kisumu,2020.0,166.82,85.83,132.85,6.08,0.48,7.22,4.83,66.15,3374.25,148.87,31.99,74.01
tanzania,dar es salaam,2014.0,100.91,57.97,99.48,4.86,0.1,4.69,4.77,33.73,3074.93,103.055,32.38,78.34
peru,arequipa,2021.0,149.71,97.3,121.85,1.98,1.61,10.83,3.05,75.9,8326.78,164.06,34.53,75.17
saudi arabia,medina,2018.0,126.79,59.74,125.02,2.85,0.69,8.05,5.6,236.14,10370.8,153.67,28.85,77.02
nigeria,lagos,2019.0,281.78,151.55,244.58,2.29,0.67,17.21,15.71,114.42,14069.95,357.61,25.64,66.44
south africa,pretoria,2022.0,184.25,113.17,155.46,2.84,2.27,7.38,6.57,190.79,12894.5,179.93,31.09,73.1
saudi arabia,mecca,2021.0,155.29,102.16,168.27,3.49,0.75,4.56,9.93,61.84,3108.23,181.59,35.64,74.77
india,delhi,2016.0,321.24,147.64,225.45,1.74,1.04,17.44,5.43,147.4,7774.59,317.67999999999995,23.975,63.88
usa,houston,2021.0,22.88,14.17,21.05,0.22,2.32,4.21,0.87,693.94,3830.31,78.87,42.91,84.86
indonesia,medan,2016.0,152.62,77.69,151.28,4.43,1.98,5.48,7.02,170.27,5563.95,164.53,35.94,75.17
turkey,ankara,2014.0,109.15,65.39,96.63,1.58,0.34,4.85,7.61,137.97,11669.04,151.55,27.77,78.0
tanzania,mwanza,2017.0,119.55,49.4,100.28,5.04,0.73,5.65,2.63,43.43,2732.52,126.9,34.43,77.12
mexico,tijuana,2023.0,120.78,70.85,88.32,2.08,2.71,9.25,5.19,288.43,6366.21,154.28,39.69,77.52
mexico,puebla,2019.0,166.45,92.33,148.04,4.24,0.46,4.51,8.73,118.64,14841.82,187.48,22.29,74.14
kenya,nairobi,2018.0,66.51,44.88,53.62,3.96,0.86,4.34,2.75,24.88,2439.49,91.02,36.17,80.62
spain,bilbao,2019.0,71.2,44.98,62.21,0.88,3.17,5.62,2.49,362.62,11353.01,118.32,37.27,80.98
egypt,giza,2020.0,299.49,141.88,238.64,2.25,0.61,21.81,7.16,42.1,7774.59,337.22,14.21,65.12
canada,vancouver,2017.0,62.1,42.06,65.09,0.77,2.14,4.68,4.27,182.29,9971.6,136.44,35.67,83.06
thailand,pattaya,2020.0,53.0,25.69,54.1,1.17,1.65,4.21,7.75,375.24,915.43,155.99,42.85,82.22
ghana,sekondi,2020.0,155.23,76.24,113.0,3.97,1.96,4.43,9.42,300.73,11906.76,166.59,30.0,75.25
sweden,malmo,2021.0,25.74,16.09,19.97,1.04,4.97,5.92,1.83,177.07999999999998,6136.84,87.98,47.74,85.67
colombia,medellin,2017.0,141.13,61.27,124.0,1.98,1.72,7.21,7.91,193.45,7742.21,169.13,35.42,75.98
russia,yekaterinburg,2019.0,109.99,72.38,90.97,1.51,0.54,6.7,4.16,297.33,4605.28,126.92,35.51,78.26
peru,arequipa,2021.0,158.47,71.82,140.6,4.09,2.65,12.45,7.5,227.04,1267.99,201.93,42.58,74.89
italy,naples,2020.0,15.0,7.57,10.8,0.62,4.33,1.26,0.57,176.62,4771.56,65.85,47.59,85.86
bangladesh,sylhet,2019.0,262.84,118.28,185.98,4.41,1.46,17.57,12.26,168.94,12165.18,309.55,27.8,67.82
ghana,cape coast,2021.0,165.1,90.99,152.25,1.67,2.6,11.8,3.17,263.39,12376.18,181.86,33.75,74.52
chile,santiago,2023.0,134.35,74.85,111.39,3.98,2.56,7.26,7.76,380.94,7123.2,174.89,36.57,76.81
thailand,khon kaen,2016.0,102.96,66.63,94.88,0.56,0.64,4.39,4.4,194.78,12582.66,149.96,28.77,78.53
kenya,mombasa,2022.0,159.12,86.79,165.01,5.92,0.18,4.24,3.57,12.8,3734.59,99.79,30.87,74.42
uae,ajman,2020.0,159.31,76.39,112.55,4.37,2.28,12.6,5.53,369.74,12693.04,196.94,29.79,75.12
pakistan,rawalpindi,2022.0,217.68,127.05,218.94,2.21,0.74,18.18,15.14,63.7,6187.73,359.2,33.83,70.62
turkey,istanbul,2022.0,151.32,74.97,137.0,0.96,2.74,11.55,4.54,342.15,11112.84,206.81,36.15,75.6
nigeria,abuja,2022.0,183.29,85.47,188.55,2.62,0.71,18.32,9.33,136.33,7404.05,265.04,32.12,73.05
turkey,istanbul,2015.0,121.27,71.65,105.65,2.37,0.99,13.04,9.79,146.71,3028.06,242.41,37.56,77.21
iran,tehran,2022.0,258.14,136.21,268.87,2.39,1.07,21.85,15.6,55.75,7774.59,319.88,23.4,77.3
philippines,davao,2017.0,102.47,47.25,97.81,2.79,2.13,11.0,4.67,75.7,2185.0,150.99,41.4,78.32
indonesia,jakarta,2023.0,74.82,44.52,58.09,1.13,1.69,5.12,6.91,349.51,2108.44,127.21,41.82,80.71
tanzania,mwanza,2022.0,93.17,60.29,95.91,4.09,1.48,3.65,4.7,34.25,2409.36,121.44,36.12,78.86
vietnam,hai phong,2020.0,123.32,69.12,107.88,3.53,1.19,10.9,4.87,177.89,9858.39,168.22,30.18,77.13
france,paris,2016.0,109.77,50.51,117.51,0.84,1.28,2.83,4.9,436.0,10137.14,112.81,32.87,77.3
india,kolkata,2018.0,346.75,137.6,301.24,4.41,0.72,7.65,9.78,353.56,7774.59,361.68,23.975,61.97
india,delhi,2015.0,278.56,120.35,257.06,2.93,1.08,10.85,12.91,147.73,7774.59,275.2,15.7,66.73
sweden,stockholm,2014.0,38.94,25.39,38.15,0.44,4.39,5.49,0.59,648.69,10656.24,83.31,42.07,83.7
myanmar,yangon,2021.0,326.45,187.58,235.10000000000002,3.6,1.0,17.36,10.47,73.33,7774.59,326.16,23.134999999999998,63.38
colombia,medellin,2022.0,158.66,80.03,138.5,4.33,1.83,6.44,9.93,143.88,7608.33,212.14,33.56,74.71
indonesia,medan,2017.0,91.14,59.39,86.34,1.64,0.36,5.77,3.89,297.23,13664.42,159.94,25.77,79.52
india,mumbai,2018.0,311.97,196.62,236.04,2.39,0.74,7.65,16.53,151.03,22070.07,317.67999999999995,17.76,64.5
morocco,casablanca,2019.0,159.67,109.28,133.16,3.5,2.86,7.76,8.59,283.59,14174.98,213.58,30.89,74.92
philippines,manila,2015.0,100.58,59.0,76.57,3.39,2.34,4.72,6.09,378.91,12248.76,161.85,31.38,79.05
usa,los angeles,2014.0,15.0,8.55,10.53,0.64,2.52,3.62,3.69,185.495,690.59,92.36,46.24,86.18
morocco,tangier,2014.0,124.37,81.38,124.67,1.32,2.14,9.73,8.26,117.51,6298.39,222.5,38.79,76.94
mexico,tijuana,2018.0,174.59,97.47,148.0,2.87,2.06,13.77,8.23,313.68,4075.45,226.43,39.23,73.99
kenya,eldoret,2018.0,104.15,42.24,102.21,4.01,0.66,3.2,3.16,41.73,1845.06,105.4,36.13,78.14
nigeria,kano,2022.0,320.01,141.53,234.89,4.85,0.71,20.66,12.9,67.55,22801.2,365.38,14.49,63.8
myanmar,mandalay,2020.0,265.79,127.92,215.37,2.01,0.42,23.65,13.98,166.61,8435.26,359.33,30.82,67.61
india,kolkata,2019.0,257.53,140.15,219.4,2.45,0.47,15.36,12.22,36.45,20124.34,331.99,18.84,67.9
sweden,vasteras,2022.0,15.0,10.16,13.49,0.64,5.0,1.24,3.82,180.34,1104.63,86.92,53.24,85.94
morocco,fez,2018.0,154.82,90.05,152.77,1.3,2.67,8.57,8.82,311.01,13619.16,196.42,33.09,75.3
argentina,rosario,2019.0,97.54,57.79,76.61,1.64,0.94,5.13,6.15,256.9,1723.84,130.67,39.47,79.01
russia,moscow,2014.0,61.99,28.39,54.35,1.74,1.69,8.0,4.97,314.76,2089.63,158.55,41.25,81.5
ghana,sekondi,2020.0,165.37,105.45,178.61,4.41,2.43,9.26,4.9,150.28,10056.34,184.73,32.82,74.28
argentina,cordoba,2019.0,99.33,42.88,74.65,3.68,0.99,7.51,3.97,94.88,5326.9,123.69,33.97,78.57
netherlands,amsterdam,2014.0,36.25,16.22,30.35,0.8,4.54,0.0045,0.76,514.12,3731.9,70.65,49.08,83.61
ghana,kumasi,2017.0,96.39,53.34,102.08,1.0,2.75,5.25,7.9,211.1,4355.66,178.67,42.89,79.0
spain,bilbao,2022.0,45.67,28.94,45.88,0.5,2.01,5.34,1.47,422.65,5162.74,113.1,40.37,82.8
kenya,kisumu,2015.0,57.39,25.6,43.02,3.77,0.19,3.12,4.56,44.44,219.59,100.48,36.58,81.26
peru,lima,2020.0,92.15,44.27,71.68,0.74,2.13,12.46,5.68,199.42,6601.92,218.78,39.06,79.26
myanmar,mandalay,2017.0,283.67,160.17,226.06,4.53,0.68,15.63,11.47,106.19,22050.76,318.05,15.46,66.3
germany,cologne,2020.0,17.47,7.76,15.99,0.3,4.32,5.06,1.74,176.62,1416.38,101.18,42.22,85.68
canada,calgary,2016.0,21.15,13.43,22.19,0.27,1.28,3.55,2.05,178.24,6588.27,88.13,36.99,85.97
spain,barcelona,2019.0,22.55,10.7,22.97,1.19,1.67,3.88,4.33,802.07,4450.74,119.07,39.38,85.1
japan,kyoto,2018.0,63.11,26.51,66.19,0.49,3.14,5.02,2.85,570.07,8309.16,132.83,40.63,81.93
bangladesh,sylhet,2016.0,261.33,148.94,184.18,5.19,1.23,23.07,9.11,155.5,8245.77,322.85,30.26,67.89
saudi arabia,jeddah,2019.0,83.18,50.68,75.13,2.76,0.97,4.72,6.64,103.65,6018.3,150.86,34.14,79.66
india,mumbai,2017.0,206.93,126.52,162.34,2.51,0.49,23.73,10.52,139.26,9316.4,336.6,29.63,71.48
colombia,medellin,2018.0,131.835,68.93,137.44,2.3,1.13,12.18,5.55,344.55,11077.3,211.31,30.0,75.56
morocco,rabat,2018.0,143.65,77.72,138.36,0.6,1.8,6.25,6.13,154.66,13034.46,178.43,31.76,77.3
nigeria,port harcourt,2014.0,301.23,136.15,234.89,4.13,0.34,23.71,12.51,53.53,11987.32,358.49,24.91,65.03
ghana,accra,2014.0,131.82,69.66,144.57,3.74,1.88,7.66,3.9,320.17,9184.58,145.13,32.71,76.85
iran,tabriz,2015.0,240.75,165.97,235.21,4.08,0.32,11.21,11.96,129.66,23576.18,301.56,13.29,69.21
india,mumbai,2019.0,160.18,105.55,150.56,5.47,0.81,11.8,6.08,40.56,8159.0,198.03,28.79,74.4
colombia,cartagena,2019.0,76.64,43.46,83.68,0.85,2.32,7.23,8.49,210.35,5499.93,184.5,40.62,80.31
japan,osaka,2021.0,15.0,8.95,16.21,0.82,2.1,1.01,1.33,804.46,7255.51,68.33,38.22,85.61
france,paris,2016.0,15.0,9.95,15.7,0.35,4.94,3.29,2.33,178.24,3121.76,81.8,51.35,85.98
norway,stavanger,2023.0,84.9,57.33,65.29,1.15,4.52,3.65,1.23,327.79,11153.49,98.33,41.26,80.0
bangladesh,sylhet,2020.0,263.98,122.12,236.68,2.65,0.61,20.52,12.31,120.89,21448.03,375.74,17.74,67.64
peru,lima,2020.0,126.31,58.47,117.675,3.04,0.55,9.16,7.21,168.46,5556.96,196.79,33.05,76.92
russia,novosibirsk,2018.0,134.46,75.59,146.13,1.95,2.85,10.64,9.37,255.05,4065.37,212.63,42.52,76.55
